Birds_flights_indiv_labels_all_trials_20210327175421.mat
frame,frames_from_the_start,transform_t_interp_X,transform_t_interp_Y,transform_t_interp_Z,transform_q_interp_W,transform_q_interp_X,transform_q_interp_Y,transform_q_interp_Z
484,57,1008.88320372313,751.487260977311,1553.99739187656,0.572491663417841,-0.176475297321619,0.235868147993284,-0.765164022621645
485,58,1008.83576051548,751.504435926035,1554.03483511403,0.519519750518081,-0.182417862748619,0.276554307237021,-0.787617081658663
486,59,1008.78341304168,751.529993284963,1554.08434603004,0.475750370677053,-0.182353328060542,0.307967261778657,-0.803470605696591
487,60,1008.72645996584,751.564372518918,1554.14685222534,0.43860542504781,-0.179254846355076,0.333153883691732,-0.815169596438657
488,61,1008.66521604067,751.6080325371,1554.22333168345,0.406269566150559,-0.174526236125123,0.354022227423443,-0.824107938933959
489,62,1008.6000129098,751.661451909745,1554.314811712,0.377495036085156,-0.168856105679654,0.371769002595949,-0.831127500456206
490,63,1008.53119966515,751.725129003685,1554.42236618037,0.351422052167204,-0.162597723467752,0.387157967501866,-0.836763544720681
491,64,1008.45914292867,751.799582034538,1554.54710999529,0.327449104716699,-0.155945119569583,0.400695406914087,-0.841368762422646
492,65,1008.38422793758,751.885348618765,1554.6902012093,0.305147507207752,-0.149014236525168,0.412731894350712,-0.845181719835083
493,66,1008.30685941376,751.982985021159,1554.85284041605,0.28420781615821,-0.141879803852176,0.423515698429022,-0.848369313257869
494,67,1008.22746247467,752.093064955842,1555.036268486,0.264403369211666,-0.134594567720651,0.433227898813985,-0.851051554477653
495,68,1008.14648359264,752.216178176795,1555.24176419267,0.24556541956761,-0.127199156052826,0.442005112017194,-0.853316752655601
496,69,1008.0643916864,752.352928729659,1555.47064139938,0.227566187423372,-0.119726987845266,0.449953807858382,-0.855231342688534
497,70,1007.98167928467,752.50393292468,1555.72424570201,0.210306992397276,-0.112206607146529,0.457159475719434,-0.856846462338154
498,71,1007.89886371907,752.669817305903,1556.00395074547,0.193709979283173,-0.104662845056023,0.463692670300026,-0.858202330631258
499,72,1007.81648840388,752.851216235075,1556.31115391554,0.177712292450085,-0.0971173988477042,0.469613052447701,-0.859331212585662
500,73,1007.73512415512,753.048769294914,1556.64727150285,0.162261783890835,-0.0895890271403671,0.474972063691459,-0.860259529686991
501,74,1007.65537055338,753.263118627424,1557.01373349599,0.147314013711453,-0.0820937130608118,0.479814819929302,-0.861009257915572
502,75,1007.57785732009,753.494905902799,1557.4119779626,0.132830229256342,-0.0746448797911518,0.484181509100456,-0.861598826810876
503,76,1007.50324569522,753.744768695077,1557.84344478958,0.118775767666859,-0.0672534811888888,0.488108368951846,-0.862043796127721
504,77,1007.43222987775,754.013336495728,1558.30956898393,0.105118878807654,-0.0599280736559363,0.491628309233813,-0.862357381174425
505,78,1007.36553834383,754.301226360751,1558.81177349675,0.0918299040573475,-0.0526749287713129,0.494771332418581,-0.862550838627207
506,79,1007.30393517025,754.609038054066,1559.35146135257,0.0788805444584183,-0.0454980898017247,0.497564869013315,-0.862633748849476
507,80,1007.24822139153,754.937348746186,1559.93000727678,0.0662432711259138,-0.0383994252182539,0.500034032002532,-0.862614212735182
508,81,1007.19923641886,755.286707050193,1560.5487484923,0.0538910123356092,-0.0313787508034589,0.5022014821078,-0.862499161829266
509,82,1007.15785922413,755.65762675935,1561.2089732644,0.0417971644596306,-0.0244341017329502,0.504086837048625,-0.862294863970528
510,83,1007.12500909366,756.050580127479,1561.91190521419,0.0299347268355029,-0.0175616149079409,0.505707812473991,-0.862006444415515
511,84,1007.10164761936,756.465991101035,1562.65869705613,0.0182759280741,-0.01075552647858,0.507080552222883,-0.861637756055603
512,85,1007.08877982701,756.904229249891,1563.45041921073,0.00679301000952694,-0.00400877920739814,0.508217999065149,-0.861192342122533
513,86,1007.08745458834,757.365604756112,1564.28804387488,0.00454185130204896,-0.00268673031912601,-0.509130768700275,0.860673000290824
514,87,1007.09876573643,757.850359220212,1565.17243307823,0.0157566575879391,-0.00934001957995336,-0.509827590530648,0.860081577357413
515,88,1007.12385217249,758.358657528876,1566.10432036312,0.0268799044426099,-0.0159610490691439,-0.510315362224696,0.859418958789744
516,89,1007.16389906615,758.8905798012,1567.08430166787,0.0379409535214814,-0.0225608210992518,-0.510599558824787,0.858684798936805
517,90,1007.22013852075,759.446113162216,1568.11282230296,0.0489699841722529,-0.0291512052634889,-0.510683683517837,0.857877802061872
518,91,1007.29385032167,760.025142549293,1569.19016171724,0.0599985546989983,-0.03574513189816,-0.510569305971648,0.856995590875031
519,92,1007.38636350595,760.627440352948,1570.31641884819,0.071060490554438,-0.0423569863051838,-0.5102560099241,0.856034518421799
520,93,1007.49905927257,761.252656273782,1571.49149823751,0.0821926658113137,-0.0490028612060213,-0.509740681574381,0.854989779370806
521,94,1007.63337534695,761.900308514563,1572.7150945026,0.0934361347327334,-0.055701025761546,-0.509017252400421,0.853855093803418
522,95,1007.79081386931,762.569775611647,1573.98668588517,0.104837273830694,-0.0624724489657598,-0.508076791948567,0.852622022128927
523,96,1007.97295271454,763.260291265199,1575.30553788842,0.116447433742382,-0.0693401284610262,-0.506905914873909,0.851280409281023
524,97,1008.18145831148,763.970946051952,1576.67070343513,0.128302492098971,-0.0763167347213087,-0.505489212396279,0.849820500266768
525,98,1008.41801906029,764.700658082068,1578.08095965642,0.140356861279191,-0.0833678218326641,-0.503828043416932,0.84823762027005
526,99,1008.68404564219,765.448041816839,1579.53457381466,0.15251172828119,-0.0904284147612777,-0.501934921942457,0.846536596181799
527,100,1008.98064156569,766.211432604732,1581.02921956124,0.164700317201277,-0.0974501400917953,-0.499810462571418,0.844728818742461
528,101,1009.30867169734,766.988966121783,1582.56204086191,0.17687467605689,-0.104397146977431,-0.4974608837138,0.842822195867804
529,102,1009.66875800745,767.778693906767,1584.13002537716,0.188986050933668,-0.111237392320986,-0.49490723055166,0.84081945044689
530,103,1010.06128818578,768.578621744916,1585.73010267684,0.200996049128105,-0.117946187681712,-0.492170276766371,0.838723854265489
531,104,1010.4864330833,769.386730616349,1587.35914583872,0.212878582022256,-0.124506322793809,-0.489267063222097,0.836539673743321
532,105,1010.94416527303,770.20098837363,1589.01398317913,0.224617433929249,-0.130906575577723,-0.486211630565178,0.834271375002585
533,106,1011.43427536747,771.019365318697,1590.69140590158,0.236202875132007,-0.137139277877096,-0.483014759068484,0.831924132817853
534,107,1011.95638564563,771.839849561134,1592.38817337371,0.247629580579265,-0.143198958813147,-0.479684494490074,0.829503727998115
535,108,1012.50996186493,772.660459007022,1594.10101790788,0.258895392201503,-0.149081598329929,-0.47622674530796,0.82701628762051
536,109,1013.09432391724,773.479252056439,1595.82665006817,0.270000202749313,-0.154783945888107,-0.472645731016815,0.824468212584462
537,110,1013.70865507374,774.29433755351,1597.56176496146,0.280944631391963,-0.160302680756234,-0.468944317276285,0.821866407592303
538,111,1014.35200879845,775.103885718289,1599.30304699803,0.291728248673594,-0.165633121970664,-0.465124026107228,0.819219102664172
539,112,1015.02331277773,775.906142749148,1601.04716982576,0.3023492364722,-0.170769238610886,-0.461185790927802,0.816535652984751
540,113,1015.72137283836,776.69943749865,1602.79080390046,0.312805581705133,-0.175705172588833,-0.457131450487873,0.813825040997446
541,114,1016.44487700358,777.482182230486,1604.53063342802,0.323094907983313,-0.180435439700608,-0.452964141325747,0.811095690537394
542,115,1017.19239689176,778.252876242146,1606.26336684729,0.333213323092944,-0.184954168007116,-0.448688110853296,0.808356243390903
543,116,1017.96238662376,779.010110433725,1607.98574497941,0.343154634257532,-0.189254738809356,-0.444308872978101,0.805616016610092
544,117,1018.75317951907,779.752572372976,1609.69454662596,0.35290928450323,-0.193329115491211,-0.439833170051302,0.802885840289531
545,118,1019.56298220046,780.479055244189,1611.38658831109,0.362464598010619,-0.197168380988049,-0.43526944981764,0.80017782447591
546,119,1020.38986844737,781.188458096353,1613.05872928986,0.371806499957255,-0.200764723309597,-0.430628883452374,0.797503741182773
547,120,1021.23177377878,781.879780585705,1614.7078841218,0.38091957562509,-0.204111853897237,-0.425925555963489,0.794874863598936
548,121,1022.08648844033,782.55212206694,1616.33102954293,0.389785946122982,-0.207204216767115,-0.421176090045552,0.792302991243173
549,122,1022.95164900861,783.204683034888,1617.92520613648,0.398384483138896,-0.210036417870871,-0.416399340836365,0.789801301412684
550,123,1023.82472899559,783.836768033371,1619.48751386184,0.406690713804432,-0.212603710506454,-0.411616954531585,0.787384155496078
551,124,1024.70303114455,784.447785552539,1621.01512019759,0.414675707667145,-0.21490172172814,-0.40685382447849,0.785067686875635
552,125,1025.58367726,785.037254626835,1622.50525690088,0.422305680903705,-0.216926403504596,-0.402138135799013,0.782870210874774
553,126,1026.46359772358,785.604801121617,1623.95521600698,0.429542553366706,-0.218675476132127,-0.397502505521066,0.780811109737863
554,127,1027.33952284325,786.150153519126,1625.36235753105,0.436342211310122,-0.220148148745243,-0.392984947507535,0.778911482946255
555,128,1028.20797301607,786.673142256605,1626.72410953765,0.442651966606898,-0.221343985899122,-0.388629474990628,0.777195733090347
556,129,1029.06524839018,787.173699790755,1628.03796497702,0.44840776480789,-0.222262136887062,-0.384487442017025,0.775692868278157
557,130,1029.90741860975,787.651860555112,1629.3014779757,0.453548662027798,-0.222904532682177,-0.380608224282744,0.774431765936077
558,131,1030.7304582861,788.107750024518,1630.51232941147,0.458086334214379,-0.223289609574147,-0.376994402064931,0.773417016540212
559,132,1031.53081312149,788.541542643303,1631.66859929162,0.462105434466942,-0.223447573762782,-0.373598391318484,0.772627977243826
560,133,1032.30550633919,788.953454522684,1632.76881624775,0.465693302730132,-0.223404382508348,-0.370367150803637,0.772041710838191
561,134,1033.05209700832,789.343742938562,1633.81195343041,0.468926931244484,-0.223181679713231,-0.367253489320337,0.771636148437882
562,135,1033.76863815903,789.712696508411,1634.79741137371,0.471875300569661,-0.222796470585596,-0.364213189537851,0.771391072007941
563,136,1034.4536323317,790.060638813532,1635.72497930893,0.474599197017521,-0.222259506831557,-0.361202904993507,0.771290331352319
564,137,1035.10598937626,790.387931126943,1636.59480013129,0.477150821081155,-0.221574651100032,-0.358179479867209,0.771323037471029
565,138,1035.72498578243,790.694983692222,1637.40733668042,0.479572595433078,-0.220736505973218,-0.355097819360221,0.771486266453222
566,139,1036.31022463092,790.982265656222,1638.16332672379,0.481900911101201,-0.219733210058328,-0.351910841544709,0.771782085747389
567,140,1036.86160296638,791.250298851354,1638.86377021473,0.48417162421866,-0.21855084049846,-0.348570022484553,0.772212605338711
568,141,1037.37928117164,791.499647539585,1639.50990811717,0.486422897491744,-0.217173922510571,-0.345023615605545,0.772778724378192
569,142,1037.86365464692,791.730908247197,1640.10320470821,0.488692382234935,-0.215580877717094,-0.341213482393135,0.773484324431608
570,143,1038.31532358218,791.944715471113,1640.64530966704,0.491009974607528,-0.213735310277462,-0.3370702477664,0.774344929632273
571,144,1038.73506378107,792.141754989777,1641.13802051091,0.493401595105339,-0.211588653048298,-0.332512988312534,0.775383918102628
572,145,1039.12380266926,792.322750071785,1641.5832711677,0.495896394257246,-0.209084137779303,-0.327447924744646,0.776626323319118
573,146,1039.48259489417,792.488452306659,1641.98310992762,0.498522174739343,-0.206149447576956,-0.321762696876489,0.778104628861466
574,147,1039.81259823927,792.639642411482,1642.33967564499,0.501300926306658,-0.202690434546361,-0.315321179672801,0.779863143556129
575,148,1040.11505156556,792.777128413911,1642.65517857819,0.504250198777803,-0.198587622927135,-0.307956412690848,0.781957505837293
576,149,1040.39125450243,792.901738081101,1642.93188143943,0.507386697801643,-0.193694073750638,-0.299462919075327,0.784450957540821
577,150,1040.64255014576,793.014306669915,1643.17209041508,0.510722708952339,-0.18782462033669,-0.289582534767066,0.787417412884452
578,151,1040.87030700203,793.115674809949,1643.37813130754,0.514254765447614,-0.180734228249916,-0.277979085161272,0.790951833657543
579,152,1041.07590203759,793.206689432808,1643.55232463033,0.517951229550894,-0.172094253118189,-0.264205029224999,0.795176580630131
580,153,1041.26070498919,793.288204986323,1643.69696047524,0.521746221736561,-0.161478931574966,-0.247668410498493,0.80022858809354
581,154,1041.42606902634,793.361070028017,1643.81430069339,0.525531315267198,-0.14835579596343,-0.227596224265871,0.80623033506406
582,155,1041.5733221192,793.426113933258,1643.90657812031,0.529111683102301,-0.132044330377875,-0.202959166951451,0.813272831324201
583,156,1041.70375573316,793.484148787852,1643.97597152371,0.532125421267383,-0.11166794423837,-0.172368388366914,0.821378076748082
584,157,1041.81861387745,793.535972159778,1644.02457850596,0.533943935980946,-0.0861962391582225,-0.134048330276222,0.830364454161129
585,158,1041.91909002989,793.582355147852,1644.05442939332,0.533541890380949,-0.0546380554291361,-0.0859819634539852,0.839615886026607
586,159,1042.00632453111,793.624027688654,1644.06749401107,0.529337041743367,-0.0164587969074607,-0.0263621509870737,0.847842226618888
587,160,1042.08140070292,793.661674057779,1644.06567456153,0.519149355736424,0.0276246289422223,0.0453908726881402,0.853030184103042
588,161,1042.145340425,793.695936177893,1644.05079020828,0.500619231492411,0.0746240217184935,0.127154120922061,0.85302020490434
589,162,1042.19910149707,793.727412990347,1644.02456923125,0.472175943185192,0.118972138538924,0.2134066297455,0.846967011936897
590,163,1042.24357607797,793.756658711523,1643.98864692659,0.433720811527862,0.153963696033828,0.296995194175113,0.836645260901
591,164,1042.2795890187,793.784180448659,1643.94456063477,0.385992061267471,0.174035776990926,0.372368210804908,0.82587141405161
592,165,1042.30789673444,793.810438233752,1643.89375055188,0.329256500295299,0.17582915891087,0.437013279325221,0.818348127378198
593,166,1042.32918655886,793.835838760591,1643.83756094582,0.262950544399177,0.157990484865151,0.490191872768703,0.815847991824312
594,167,1042.34407562116,793.860733465467,1643.77723827163,0.186948845864194,0.121404493512254,0.530930738736759,0.817571788070943
595,168,1042.35311003993,793.885415084545,1643.71392768975,0.103788875011037,0.0704931178681182,0.557416099096668,0.820698411248023
596,169,1042.35676683398,793.910108115953,1643.64868509493,0.0194231398878555,0.0134301810540252,0.568575851954608,0.822291841409024
597,170,1042.35545248335,793.934971887289,1643.58246617577,0.0593531283389959,0.0408966935378473,-0.56591394171743,-0.821307541170716
598,171,1042.34950273503,793.960104652562,1643.51612691797,0.12843033386076,0.0867600454763014,-0.553016881069573,-0.818627310261174
599,172,1042.33918131882,793.985552521055,1643.45041718131,0.187271417073545,0.122508072607965,-0.533557818228674,-0.815620771621349
600,173,1042.32468103816,794.011307854438,1643.38598567538,0.2375542897214,0.149026087376219,-0.510097013098147,-0.81311759416744
601,174,1042.30612558402,794.037296615645,1643.32338549806,0.281627780482977,0.168012275999475,-0.483999712599539,-0.811296460350513
602,175,1042.28357039287,794.063386967122,1643.26307639681,0.321639763703417,0.181015486834295,-0.455826095678447,-0.809940631422759
603,176,1042.25700557127,794.089389507252,1643.20543681704,0.359353138812294,0.189203397952191,-0.425732139578281,-0.808591084021582
604,177,1042.22636068952,794.115039050601,1643.15078322172,0.396133403185336,0.193348413873211,-0.393716456971641,-0.806648665308024
605,178,1042.19150654722,794.139994713769,1643.09936912278,0.432931653343197,0.193861438703182,-0.359779147551123,-0.803459327598383
606,179,1042.15225874719,794.163836018598,1643.05139376636,0.470283681629273,0.190880241316673,-0.324044569666294,-0.798369030673092
607,180,1042.10837971323,794.186070976103,1643.00699970386,0.508343503458121,0.1844129775073,-0.286862904747759,-0.790751800566077
608,181,1042.05958241182,794.206128177426,1642.96628128049,0.546891489038763,0.174495095316972,-0.248895321392461,-0.780071970984876
609,182,1042.0055308292,794.223368921562,1642.92927298611,0.585361495478124,0.161357262691706,-0.211146817755473,-0.765984839758589
610,183,1041.94584280151,794.237086538541,1642.89595032007,0.623017920326905,0.145541021152899,-0.174830792954036,-0.748398741279255
611,184,1041.88009537025,794.246497943653,1642.86624013991,0.659088715077551,0.127915932282968,-0.141199339800538,-0.727531666915945
612,185,1041.80782731775,794.250744577607,1642.84000942424,0.692879377082651,0.109582779099284,-0.111330262734406,-0.703928516213062
613,186,1041.72854376532,794.248895724424,1642.81706667321,0.723894383699758,0.0916731853500752,-0.0859086617567256,-0.678375007035848
614,187,1041.64172138726,794.239949199529,1642.79716257207,0.751892182431643,0.0751629736191509,-0.0651511722156886,-0.651739210231998
615,188,1041.54681446276,794.222829240133,1642.7799911494,0.776863469319374,0.060715685675983,-0.0488334950523678,-0.624829613023368
616,189,1041.44326333626,794.196385408759,1642.76520786611,0.798963058711492,0.048670455863435,-0.0364465554532442,-0.598298308652144
617,190,1041.33050043788,794.159389857514,1642.75242444187,0.818431618275189,0.0391416170337589,-0.0273853881577493,-0.572614757528032
618,191,1041.20795595531,794.110540627962,1642.74119470964,0.835545807865563,0.0320504423736438,-0.0210237107609966,-0.548082088457354
619,192,1041.07506816106,794.048464137875,1642.73102883525,0.850580360647813,0.0271886685464444,-0.0167775041426088,-0.524873643592106
620,193,1040.93129100133,793.971728687795,1642.72138595942,0.863793367426896,0.0243080575338207,-0.0141566497725409,-0.503060360190955
621,194,1040.7761029599,793.878847439207,1642.71166767672,0.875425552650794,0.023132640305297,-0.0127532501483809,-0.482630642758218
622,195,1040.60901916552,793.768286115458,1642.70123041936,0.885697484382749,0.0233696904280549,-0.012230083284582,-0.463512943498043
623,196,1040.42960417262,793.638462938742,1642.68939757502,0.894808575191911,0.0247511480365106,-0.0123254709200649,-0.445592950124321
624,197,1040.2374834256,793.487747970943,1642.67545548232,0.902931440561434,0.0270541591586093,-0.0128461539026702,-0.428739854046463
625,198,1040.0323553042,793.314470463329,1642.65865121895,0.910209562284249,0.0300885402977408,-0.0136467401972361,-0.412828050102045
626,199,1039.81400498145,793.116937020895,1642.63820079173,0.916762003648749,0.0336960712838713,-0.0146191979020057,-0.39774147696546
627,200,1039.58231833526,792.893446337744,1642.61328692462,0.922686029183642,0.0377569660807832,-0.0156881045010329,-0.383378124622236
628,201,1039.33729536471,792.642319310685,1642.58305441258,0.928062301901981,0.0421812394320078,-0.0168007739792193,-0.369646913719126
629,202,1039.07906606427,792.361918153802,1642.54661153149,0.932962474021078,0.0469000016751606,-0.0179189953787892,-0.356455216704643
630,203,1038.80790788858,792.050658342799,1642.50303120264,0.93745018920296,0.0518593377841838,-0.0190138607992955,-0.343709506626491
631,204,1038.52426468503,791.707028897061,1642.45135810229,0.94158175802366,0.0570132286030463,-0.0200613919952078,-0.331316804995679
632,205,1038.2287675572,791.329609739882,1642.3906209958,0.945407078328277,0.0623234690944184,-0.021041371555183,-0.319184119482636
633,206,1037.92225600376,790.91709313865,1642.31984058537,0.948969931365548,0.0677589719485873,-0.0219362610655317,-0.307219126251935
634,207,1037.60580041014,790.468306907617,1642.23804363869,0.952306726920459,0.0733024168981056,-0.0227328632830446,-0.29533349025448
635,208,1037.28072268714,789.982254373097,1642.14425601326,0.955445372766735,0.0789582151629315,-0.0234239555390911,-0.283444982710617
636,209,1036.94861724409,789.458160795932,1642.03749324799,0.958408030241915,0.0847458849018631,-0.0240043557748106,-0.271470023140399
637,210,1036.61137390826,788.895504111235,1641.9167594308,0.961214575061788,0.0906871605859591,-0.0244653629760736,-0.259314144635597
638,211,1036.2712047275,788.294034286855,1641.78106460672,0.96387796988997,0.0967918577460889,-0.0247927498482545,-0.246892517079424
639,212,1035.93056372088,787.653742473311,1641.62944529099,0.966374859781314,0.103062995932124,-0.024982651809595,-0.234250968750828
640,213,1035.5917223783,786.974825831579,1641.46090651115,0.968654958365536,0.109507022496518,-0.0250473830439746,-0.221559049150464
641,214,1035.25667429973,786.257690907338,1641.27440810044,0.970676991695997,0.116134197604697,-0.0250032347147128,-0.208982927992992
642,215,1034.9271461924,785.502965403952,1641.06886359236,0.972413159475469,0.122959766184509,-0.0248672791598962,-0.196660015269934
643,216,1034.60460442017,784.71150223228,1640.84313687056,0.973845858474346,0.130002472379529,-0.0246568814542158,-0.184704194063174
644,217,1034.29025909141,783.884381364861,1640.59604471522,0.97496461418752,0.137284714281224,-0.0243898290576497,-0.173210982750635
645,218,1033.98506531331,783.022914233466,1640.32635348426,0.97576341439819,0.144834206704735,-0.0240847218297645,-0.162261325843775
646,219,1033.68972490246,782.128647982529,1640.03277595943,0.976239005313216,0.15268313365402,-0.0237607060255769,-0.151923316353405
647,220,1033.40469030071,781.203367228359,1639.71397072431,0.976389480138601,0.160866939004271,-0.0234372778580426,-0.142253664334787
648,221,1033.13016943524,780.249093459232,1639.36854300124,0.976212836806615,0.169423779959018,-0.0231344845169614,-0.133299946228472
649,222,1032.86613022414,779.268083354712,1638.99504552572,0.975705593675148,0.178394435626711,-0.0228734221769278,-0.125103262812644
650,223,1032.61230450238,778.262826766013,1638.59197913313,0.974861540539295,0.187822319563155,-0.022676925598744,-0.117700934986341
651,224,1032.36819104001,777.236044812544,1638.15779285446,0.973670559144696,0.197753713781335,-0.0225704672080998,-0.111129136370949
