Birds_flights_indiv_labels_all_trials_20210327175421.mat
frame,frames_from_the_start,transform_t_X,transform_t_Y,transform_t_Z,transform_t_interp_X,transform_t_interp_Y,transform_t_interp_Z,transform_q_W,transform_q_X,transform_q_Y,transform_q_Z,transform_q_interp_W,transform_q_interp_X,transform_q_interp_Y,transform_q_interp_Z
459,32,NaN,NaN,NaN,1007.86105628037,752.8586517122,1555.19182322719,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
460,33,NaN,NaN,NaN,1007.99615614039,752.759267310266,1555.10128182465,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
461,34,NaN,NaN,NaN,1008.12309376759,752.662471442038,1555.01293221194,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
462,35,NaN,NaN,NaN,1008.2418144927,752.568361037171,1554.92685423492,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
463,36,NaN,NaN,NaN,1008.35228694761,752.477036896228,1554.84313252065,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
464,37,NaN,NaN,NaN,1008.45450023708,752.388605172137,1554.76185680816,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
465,38,NaN,NaN,NaN,1008.54846160002,752.303179253872,1554.68312579569,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
466,39,NaN,NaN,NaN,1008.63419506653,752.220882217429,1554.60705633997,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
467,40,NaN,NaN,NaN,1008.71174020679,752.141847882388,1554.53378711378,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
468,41,NaN,NaN,NaN,1008.78115132657,752.066221410426,1554.46348066511,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
469,42,NaN,NaN,NaN,1008.84249711704,751.99415968773,1554.39632550058,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
470,43,NaN,NaN,NaN,1008.89586050731,751.925831706986,1554.3325382184,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
471,44,NaN,NaN,NaN,1008.94133850476,751.861418911884,1554.27236554913,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
472,45,NaN,NaN,NaN,1008.97904193241,751.801115427949,1554.21608629156,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
473,46,NaN,NaN,NaN,1009.00909518947,751.745128243336,1554.16401304712,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
474,47,NaN,NaN,NaN,1009.03163604516,751.693677478113,1554.11649391129,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
475,48,NaN,NaN,NaN,1009.04681546479,751.64699650415,1554.07391420545,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
476,49,NaN,NaN,NaN,1009.05479732216,751.605332221254,1554.03669847365,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
477,50,NaN,NaN,NaN,1009.05575800875,751.568945611322,1554.00531244164,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
478,51,NaN,NaN,NaN,1009.04988612458,751.538112516265,1553.98026495847,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
479,52,NaN,NaN,NaN,1009.03738213935,751.513124504451,1553.96210986758,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
480,53,NaN,NaN,NaN,1009.0184581561,751.494289718994,1553.95144765896,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
481,54,NaN,NaN,NaN,1008.99333782166,751.481933618854,1553.94892700879,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
482,55,NaN,NaN,NaN,1008.96225615205,751.476399490193,1553.95524442293,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
483,56,NaN,NaN,NaN,1008.92545900627,751.478048611923,1553.97113863684,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
484,57,NaN,NaN,NaN,1008.88320372313,751.487260977311,1553.99739187656,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
485,58,NaN,NaN,NaN,1008.83576051548,751.504435926035,1554.03483511403,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
486,59,NaN,NaN,NaN,1008.78341304168,751.529993284963,1554.08434603004,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
487,60,NaN,NaN,NaN,1008.72645996584,751.564372518918,1554.14685222534,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
488,61,NaN,NaN,NaN,1008.66521604067,751.6080325371,1554.22333168345,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
489,62,NaN,NaN,NaN,1008.6000129098,751.661451909745,1554.314811712,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
490,63,NaN,NaN,NaN,1008.53119966515,751.725129003685,1554.42236618037,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
491,64,NaN,NaN,NaN,1008.45914292867,751.799582034538,1554.54710999529,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
492,65,NaN,NaN,NaN,1008.38422793758,751.885348618765,1554.6902012093,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
493,66,NaN,NaN,NaN,1008.30685941376,751.982985021159,1554.85284041605,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
494,67,NaN,NaN,NaN,1008.22746247467,752.093064955842,1555.036268486,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
495,68,NaN,NaN,NaN,1008.14648359264,752.216178176795,1555.24176419267,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
496,69,NaN,NaN,NaN,1008.0643916864,752.352928729659,1555.47064139938,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
497,70,NaN,NaN,NaN,1007.98167928467,752.50393292468,1555.72424570201,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
498,71,NaN,NaN,NaN,1007.89886371907,752.669817305903,1556.00395074547,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
499,72,NaN,NaN,NaN,1007.81648840388,752.851216235075,1556.31115391554,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
500,73,NaN,NaN,NaN,1007.73512415512,753.048769294914,1556.64727150285,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
501,74,NaN,NaN,NaN,1007.65537055338,753.263118627424,1557.01373349599,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
502,75,NaN,NaN,NaN,1007.57785732009,753.494905902799,1557.4119779626,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
503,76,NaN,NaN,NaN,1007.50324569522,753.744768695077,1557.84344478958,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
504,77,NaN,NaN,NaN,1007.43222987775,754.013336495728,1558.30956898393,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
505,78,NaN,NaN,NaN,1007.36553834383,754.301226360751,1558.81177349675,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
506,79,NaN,NaN,NaN,1007.30393517025,754.609038054066,1559.35146135257,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
507,80,NaN,NaN,NaN,1007.24822139153,754.937348746186,1559.93000727678,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
508,81,NaN,NaN,NaN,1007.19923641886,755.286707050193,1560.5487484923,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
509,82,NaN,NaN,NaN,1007.15785922413,755.65762675935,1561.2089732644,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
510,83,NaN,NaN,NaN,1007.12500909366,756.050580127479,1561.91190521419,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
511,84,NaN,NaN,NaN,1007.10164761936,756.465991101035,1562.65869705613,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
512,85,NaN,NaN,NaN,1007.08877982701,756.904229249891,1563.45041921073,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
513,86,NaN,NaN,NaN,1007.08745458834,757.365604756112,1564.28804387488,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
514,87,NaN,NaN,NaN,1007.09876573643,757.850359220212,1565.17243307823,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
515,88,NaN,NaN,NaN,1007.12385217249,758.358657528876,1566.10432036312,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
516,89,NaN,NaN,NaN,1007.16389906615,758.8905798012,1567.08430166787,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
517,90,NaN,NaN,NaN,1007.22013852075,759.446113162216,1568.11282230296,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
518,91,NaN,NaN,NaN,1007.29385032167,760.025142549293,1569.19016171724,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
519,92,NaN,NaN,NaN,1007.38636350595,760.627440352948,1570.31641884819,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
520,93,NaN,NaN,NaN,1007.49905927257,761.252656273782,1571.49149823751,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
521,94,NaN,NaN,NaN,1007.63337534695,761.900308514563,1572.7150945026,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
522,95,NaN,NaN,NaN,1007.79081386931,762.569775611647,1573.98668588517,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
523,96,NaN,NaN,NaN,1007.97295271454,763.260291265199,1575.30553788842,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
524,97,NaN,NaN,NaN,1008.18145831148,763.970946051952,1576.67070343513,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
525,98,NaN,NaN,NaN,1008.41801906029,764.700658082068,1578.08095965642,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
526,99,NaN,NaN,NaN,1008.68404564219,765.448041816839,1579.53457381466,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
527,100,NaN,NaN,NaN,1008.98064156569,766.211432604732,1581.02921956124,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
528,101,NaN,NaN,NaN,1009.30867169734,766.988966121783,1582.56204086191,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
529,102,NaN,NaN,NaN,1009.66875800745,767.778693906767,1584.13002537716,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
530,103,NaN,NaN,NaN,1010.06128818578,768.578621744916,1585.73010267684,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
531,104,NaN,NaN,NaN,1010.4864330833,769.386730616349,1587.35914583872,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
532,105,NaN,NaN,NaN,1010.94416527303,770.20098837363,1589.01398317913,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
533,106,NaN,NaN,NaN,1011.43427536747,771.019365318697,1590.69140590158,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
534,107,NaN,NaN,NaN,1011.95638564563,771.839849561134,1592.38817337371,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
535,108,NaN,NaN,NaN,1012.50996186493,772.660459007022,1594.10101790788,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
536,109,NaN,NaN,NaN,1013.09432391724,773.479252056439,1595.82665006817,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
537,110,NaN,NaN,NaN,1013.70865507374,774.29433755351,1597.56176496146,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
538,111,NaN,NaN,NaN,1014.35200879845,775.103885718289,1599.30304699803,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
539,112,NaN,NaN,NaN,1015.02331277773,775.906142749148,1601.04716982576,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
540,113,NaN,NaN,NaN,1015.72137283836,776.69943749865,1602.79080390046,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
541,114,NaN,NaN,NaN,1016.44487700358,777.482182230486,1604.53063342802,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
542,115,NaN,NaN,NaN,1017.19239689176,778.252876242146,1606.26336684729,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
543,116,NaN,NaN,NaN,1017.96238662376,779.010110433725,1607.98574497941,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
544,117,NaN,NaN,NaN,1018.75317951907,779.752572372976,1609.69454662596,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
545,118,NaN,NaN,NaN,1019.56298220046,780.479055244189,1611.38658831109,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
546,119,NaN,NaN,NaN,1020.38986844737,781.188458096353,1613.05872928986,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
547,120,NaN,NaN,NaN,1021.23177377878,781.879780585705,1614.7078841218,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
548,121,NaN,NaN,NaN,1022.08648844033,782.55212206694,1616.33102954293,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
549,122,NaN,NaN,NaN,1022.95164900861,783.204683034888,1617.92520613648,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
550,123,NaN,NaN,NaN,1023.82472899559,783.836768033371,1619.48751386184,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
551,124,NaN,NaN,NaN,1024.70303114455,784.447785552539,1621.01512019759,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
552,125,NaN,NaN,NaN,1025.58367726,785.037254626835,1622.50525690088,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
553,126,NaN,NaN,NaN,1026.46359772358,785.604801121617,1623.95521600698,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
554,127,NaN,NaN,NaN,1027.33952284325,786.150153519126,1625.36235753105,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
555,128,NaN,NaN,NaN,1028.20797301607,786.673142256605,1626.72410953765,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
556,129,NaN,NaN,NaN,1029.06524839018,787.173699790755,1628.03796497702,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
557,130,NaN,NaN,NaN,1029.90741860975,787.651860555112,1629.3014779757,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
558,131,NaN,NaN,NaN,1030.7304582861,788.107750024518,1630.51232941147,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
559,132,NaN,NaN,NaN,1031.53081312149,788.541542643303,1631.66859929162,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
560,133,NaN,NaN,NaN,1032.30550633919,788.953454522684,1632.76881624775,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
561,134,NaN,NaN,NaN,1033.05209700832,789.343742938562,1633.81195343041,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
562,135,NaN,NaN,NaN,1033.76863815903,789.712696508411,1634.79741137371,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
563,136,NaN,NaN,NaN,1034.4536323317,790.060638813532,1635.72497930893,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
564,137,NaN,NaN,NaN,1035.10598937626,790.387931126943,1636.59480013129,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
565,138,NaN,NaN,NaN,1035.72498578243,790.694983692222,1637.40733668042,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
566,139,NaN,NaN,NaN,1036.31022463092,790.982265656222,1638.16332672379,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
567,140,NaN,NaN,NaN,1036.86160296638,791.250298851354,1638.86377021473,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
568,141,NaN,NaN,NaN,1037.37928117164,791.499647539585,1639.50990811717,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
569,142,NaN,NaN,NaN,1037.86365464692,791.730908247197,1640.10320470821,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
570,143,NaN,NaN,NaN,1038.31532358218,791.944715471113,1640.64530966704,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
571,144,NaN,NaN,NaN,1038.73506378107,792.141754989777,1641.13802051091,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
572,145,NaN,NaN,NaN,1039.12380266926,792.322750071785,1641.5832711677,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
573,146,NaN,NaN,NaN,1039.48259489417,792.488452306659,1641.98310992762,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
574,147,NaN,NaN,NaN,1039.81259823927,792.639642411482,1642.33967564499,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
575,148,NaN,NaN,NaN,1040.11505156556,792.777128413911,1642.65517857819,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
576,149,NaN,NaN,NaN,1040.39125450243,792.901738081101,1642.93188143943,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
577,150,NaN,NaN,NaN,1040.64255014576,793.014306669915,1643.17209041508,NaN,NaN,NaN,NaN,0.986115764306545,0.157446282575019,0.0204751963771334,-0.0486531995118809
